Series Name,Series Code,Country Name,Country Code,1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
GDP per capita (current US$),NY.GDP.PCAP.CD,Sri Lanka,LKA,218.3509815,266.3968505,277.4890863,258.1794369,289.8859036,189.6093475,229.190922,269.3199617,290.5367445,308.8827846,330.0400705,380.7494424,371.5097814,392.5243612,403.8261309,416.0296538,411.2437445,466.8976566,516.7693263,550.5424443,579.990197,650.5535615,716.8007675,758.5064169,818.0287965,850.9856552,838.5636427,869.7534886,832.4273196,865.3021391,978.1686456,1060.136943,1240.518312,1423.190623,1611.175582,2007.02666,2053.766445,2836.974098,3248.040215,3351.892489,3643.832449,3885.62361,3990.353123,4107.829762,4388.201908,4360.584742,4082.694048,3852.389968,3994.246958,3354.383408
GDP per capita (current US$),NY.GDP.PCAP.CD,St. Kitts and Nevis,KNA,546.90155,715.3363062,760.2090617,688.0567511,1020.487038,1137.313547,1359.599352,1588.492453,1883.195327,2010.146801,2039.297513,2326.656529,2634.002643,3119.797207,3550.187379,4179.293642,4696.490011,5346.472568,5439.809105,5920.220954,6363.682668,7027.434091,7367.454411,7748.670312,8581.668224,8665.09906,9070.73027,9275.989746,9973.553451,10398.52528,10119.74478,10882.35294,11711.15471,13747.80934,14660.96321,16491.88509,16374.25689,16427.62101,17571.98446,17293.80605,18315.91468,19945.39267,20025.88485,21095.25404,22160.60363,22548.15063,23219.40905,18566.01785,18082.68799,20176.74758
GDP per capita (current US$),NY.GDP.PCAP.CD,St. Lucia,LCA,..,..,..,..,..,..,..,1400.692003,1569.251987,1452.78962,1534.078457,1925.217083,2142.691539,2522.068096,2745.690566,3098.439562,3464.880118,4073.264627,4253.914269,4603.702186,4608.599312,4740.295984,5008.02743,5123.686514,5184.337012,5593.748414,5825.067308,5846.975502,5558.069371,5562.457123,6055.967957,6494.600349,6866.092387,7618.90542,7975.792541,8528.682085,8259.322338,8672.128999,9110.75181,9231.661827,9542.713574,10007.18689,10290.35048,10574.3026,11270.4329,11563.87207,11726.67715,8458.075063,9414.137741,11481.49672
GDP per capita (current US$),NY.GDP.PCAP.CD,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,21344.59032,..,..,21920.01805,..,..,..,..,..,..,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,St. Vincent and the Grenadines,VCT,295.9565701,319.7996734,319.9609984,313.1807846,467.8069162,572.7321386,665.1855282,766.0991778,943.5770005,1043.911422,1114.614252,1223.839496,1313.199513,1444.021409,1570.910328,1790.987478,1911.90351,2136.839516,2259.528548,2454.960657,2519.845868,2540.16918,2767.77031,2900.419012,3043.249417,3272.618741,3427.505755,3760.080457,4066.070638,4299.372868,4500.927334,4883.313665,5176.128147,5775.091747,6439.008398,6641.495878,6503.097772,6590.989579,6566.482713,6754.370184,7117.554763,7210.616549,7386.737484,7684.779282,7996.656233,8399.693967,8680.241982,8306.367581,8360.101059,9125.317497
GDP per capita (current US$),NY.GDP.PCAP.CD,Sudan,SDN,192.1835938,238.7693329,280.1545105,336.4105225,403.8614807,421.1397095,419.5395508,429.0219727,495.6119385,387.6490479,354.1902161,439.5502625,333.3554688,408.4733582,481.339325,568.7889404,841.9991455,1301.819092,1678.179688,263.0035706,326.7308655,459.4401855,483.7037659,307.8218384,388.8052368,366.1158752,339.2810059,378.1575012,471.3727722,529.4519043,607.0062256,737.1228027,945.6895752,1179.898193,1500.673096,1585.58252,1382.621338,1706.414917,1982.816528,1797.400757,1834.561157,2076.000977,2226.409424,2614.294434,3188.769287,769.8691406,748.0109253,608.3325195,749.7067871,1102.146484
GDP per capita (current US$),NY.GDP.PCAP.CD,Suriname,SUR,856.4810726,1038.859979,1187.085126,1298.714645,1662.735543,1925.972479,2073.605715,2119.367016,2365.24867,2425.203028,2328.621619,2258.132806,2254.817639,2270.804237,2469.341114,2887.061439,1328.729552,940.9917724,1077.212661,964.4332465,1015.12804,1419.517938,1591.729379,1940.752728,2045.593051,2405.744246,1883.889099,1978.446611,1711.714461,2206.27291,2529.259422,2906.725278,3474.120757,5031.158465,5562.334068,6616.815126,7176.857658,7999.508366,8009.252302,8922.956186,9124.541093,9199.177893,8907.838127,5705.399232,6112.882912,6730.836783,6690.044786,4796.533314,4869.134226,5858.28606
GDP per capita (current US$),NY.GDP.PCAP.CD,Sweden,SWE,7301.215426,8089.869029,10117.32699,10868.29656,11448.51295,12620.58844,14877.22213,17097.93372,15586.30182,13738.95408,12608.21545,13099.02084,13666.81803,17981.06148,21792.41569,24534.89403,25662.31679,30593.72413,31822.97925,32800.79495,24425.20125,26083.7158,30283.09835,32999.1855,30312.51076,30596.64972,30940.97326,29624.76987,27247.76321,29899.1236,37321.77867,42821.75084,43437.13093,46593.29168,53700.24369,56152.55944,46946.84271,52869.04429,60755.75955,58037.82132,61126.9432,60020.36046,51545.48361,51965.15715,53791.50873,54589.06039,51939.42974,52837.90398,61143.22124,55873.22081
GDP per capita (current US$),NY.GDP.PCAP.CD,Switzerland,CHE,..,..,..,..,..,..,..,19393.78411,17664.63918,18000.19091,17858.87788,16991.36641,17151.92034,24459.62702,30440.68094,32690.43027,31308.17238,39575.72681,39544.72449,40713.15735,39236.67608,43092.0134,50115.13886,48092.25421,41584.08362,42680.19495,41696.94037,38864.0439,39638.43879,42458.53416,49337.54689,54659.6403,56243.9473,59008.99301,64991.00515,74175.87764,71565.56998,76531.37294,90476.75897,85836.20768,87304.33058,88724.99094,83806.4476,82153.07454,82254.37693,85216.64295,84121.93103,85656.32267,91991.60046,92101.46974
GDP per capita (current US$),NY.GDP.PCAP.CD,Syrian Arab Republic,SYR,368.2960538,585.8838051,742.5187676,827.1559853,857.1459346,992.9914615,1154.51385,1467.860199,1820.853537,1842.714584,1898.524761,1885.019531,2011.571057,2334.206663,2884.299313,1421.741906,1546.40039,1926.384607,2171.463634,2516.443295,2722.905389,3238.39402,3553.746281,4184.29444,4397.5383,4542.949125,4588.98256,4941.852597,5187.206107,5276.064713,5433.642274,6241.058232,7221.643883,7914.771494,8695.844461,10155.97367,10288.14905,11304.64493,2971.282434,1910.604526,993.7398831,1071.234204,857.4978675,664.3416723,862.3190638,1111.872093,1124.520554,537.2113614,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Tajikistan,TJK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,485.3198618,456.1880646,337.5488739,287.9939687,262.2364354,208.1695625,172.9164992,150.6469008,214.4293317,175.5555654,137.1819092,168.6385933,186.663376,233.094087,305.2660435,333.7139384,401.0268293,517.4348725,704.6501788,666.7212906,740.2761913,837.8814952,959.3602175,1038.320717,1094.430124,970.3625997,801.39384,844.3652499,850.6669582,889.0233718,852.3302296,916.6919671,1054.189484
GDP per capita (current US$),NY.GDP.PCAP.CD,Tanzania,TZA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,211.1229553,178.1115265,167.1445465,189.5909729,171.6147003,153.8509979,156.7896118,176.9260254,214.6417694,248.7471619,387.0186462,390.4956055,399.4511414,394.7307739,400.4275513,419.7723694,447.5133362,480.2756348,473.367981,539.1223145,671.5736084,681.2437134,730.8132935,768.9334717,854.5432129,955.3212891,1012.984741,929.1072388,942.8813477,975.9245605,1011.59967,1050.932373,1104.164429,1146.031982,1192.403809
GDP per capita (current US$),NY.GDP.PCAP.CD,Thailand,THA,278.8200198,343.4252786,363.8065632,405.5478917,461.6609967,548.0111236,611.5190953,707.3700036,745.7320342,767.0757134,822.7313226,842.07103,768.8656474,836.1471402,962.9617825,1154.58042,1329.99672,1545.276957,1751.068624,1957.405411,2230.841173,2502.70866,2848.62249,3039.892156,2462.414344,1841.042933,2028.56878,2004.107042,1889.971411,2091.178887,2350.845515,2647.260738,2876.245758,3343.785932,3934.690956,4327.797517,4154.187432,4996.372098,5396.643527,5748.632782,6041.134013,5822.377723,5708.794147,5854.463852,6436.789649,7124.558867,7628.576087,7001.785413,7060.897609,6908.802119
GDP per capita (current US$),NY.GDP.PCAP.CD,Timor-Leste,TLS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,417.9241996,534.6505771,516.1461855,529.2197975,465.9299421,476.9188074,456.2854678,532.4854173,621.7118407,682.172795,810.1416095,936.5983633,1019.964911,1201.423609,1221.534229,1322.300887,1347.926361,1283.525882,1239.366087,1584.263822,1660.308309,2741.393945,2358.409054
GDP per capita (current US$),NY.GDP.PCAP.CD,Togo,TGO,231.0311126,310.8109937,334.2580404,327.5447591,401.6052832,415.8721823,438.8801009,544.126482,446.963327,369.3132737,332.8145062,301.9290034,310.5004334,419.1744005,478.8329917,512.8743794,488.5016152,570.9328385,545.6848379,560.2717966,411.001598,326.2731551,415.7778133,447.9265913,443.5350406,456.2062816,440.1397924,404.8220743,391.5160184,439.1275464,530.3920056,551.8476777,542.8178059,544.0055167,598.3065987,725.8544458,717.677305,709.1406701,779.7635197,759.8959722,826.4286073,853.0078138,760.2429116,787.2801616,814.4198376,873.5551563,848.3048269,875.2454099,964.0500102,918.3767558
GDP per capita (current US$),NY.GDP.PCAP.CD,Tonga,TON,..,..,347.7512299,316.4359516,356.1862958,431.9730603,462.8417094,550.7308333,642.6905947,640.3334441,627.5864753,662.2039799,618.8106055,702.4851729,838.54047,1089.017321,1080.971091,1150.281297,1335.230193,1380.881428,1391.970052,1965.19624,2089.197173,2216.683231,2135.860561,1889.670651,1953.371697,1996.515078,1754.842287,1760.667218,1937.042631,2195.985939,2478.427122,2751.960017,2799.368777,3221.079699,2915.494578,3416.110432,3852.143788,4378.572815,4208.188686,4125.426028,4117.93037,3978.438212,4367.25563,4649.613513,4878.978188,4605.970878,4425.970591,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Trinidad and Tobago,TTO,1274.920039,1962.913415,2317.486606,2341.888058,2901.624276,3248.617697,4137.710375,5528.946472,6118.941044,7034.945357,6628.47176,6547.459782,6147.700102,3941.600372,3896.064758,3613.04141,3441.35043,4001.522284,4159.070729,4231.46206,3608.643933,3801.450835,4074.880142,4385.12365,4352.827681,4569.646971,5130.866071,6120.945943,6592.75902,6692.822206,8352.463158,9756.513279,11673.85875,13340.91627,15627.28682,20011.14827,13682.76361,15711.53817,17910.31718,18961.23359,19821.52865,20327.98346,18389.53103,15991.10879,16094.66678,16164.16133,15690.9631,13871.79822,16032.50277,18222.26033
GDP per capita (current US$),NY.GDP.PCAP.CD,Tunisia,TUN,499.8150445,631.710778,750.375049,760.234987,838.5881706,954.2095614,1120.424108,1329.268317,1249.759783,1176.228012,1177.586929,1133.996376,1124.949738,1174.881889,1231.43741,1251.271418,1223.518533,1456.224489,1516.294272,1760.48075,1627.276255,1709.825073,1940.034293,2076.989688,2170.570932,2253.028846,2343.997255,2170.508143,2207.660688,2292.483168,2693.195918,3029.849579,3106.575832,3279.10282,3678.061523,4200.17378,4029.461206,4241.01191,4361.948089,4233.917158,4308.337421,4398.638695,3960.924849,3796.109011,3569.718839,3577.16946,3477.844271,3497.733231,3807.184563,3776.667779
GDP per capita (current US$),NY.GDP.PCAP.CD,Turkiye,TUR,676.4547697,916.0207934,1125.01666,1266.13842,1417.785883,1540.391989,2069.874318,1560.232859,1579.309069,1404.704674,1311.56594,1247.023473,1367.239804,1507.804772,1700.839796,1737.953771,2009.997569,2773.650706,2730.263904,2825.740964,3148.942981,2240.633321,2855.036765,3009.67417,3098.668013,4433.354034,4057.822081,4278.266534,3100.458788,3640.76183,4704.77201,6031.79031,7369.431295,8003.812177,9668.399443,10802.60048,8989.735883,10614.98457,11308.37174,11697.47436,12507.80316,12020.34966,10851.92011,10734.25647,10464.00779,9400.836337,9103.012397,8561.064333,9661.227734,10616.06104
GDP per capita (current US$),NY.GDP.PCAP.CD,Turkmenistan,TKM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,679.5971841,854.1527539,830.3608443,857.3390594,839.4248858,815.1398445,788.5575627,619.6698961,587.2840894,553.0594143,561.533872,587.9900867,544.4393372,635.7143118,762.6106328,949.5763727,1256.031867,1418.806266,1658.672779,2074.407389,2520.285026,3778.668539,3901.670283,4286.880505,5453.155005,6441.886618,7049.797505,7685.509859,6208.296655,6163.253406,6354.53283,6721.34954,7180.459552,7297.180042,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,18323.87374,17803.08282,18848.77869,21233.9324,24115.26568,28728.56972,29446.08269,31459.54343,24602.91102,23103.94268,23649.71443,22666.40691,22451.56873,24040.87466,25783.2941,26995.03216,25659.19586,26831.97146,27795.14856,20882.26127,23158.6379,24917.59581
GDP per capita (current US$),NY.GDP.PCAP.CD,Tuvalu,TUV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,961.0919449,1001.22815,1029.220751,1011.981183,1138.949358,1150.305635,1283.446069,1318.909032,1324.206539,1419.827916,1564.015195,1451.48412,1752.802286,2012.446828,2328.492145,2311.337166,2402.479309,2803.247294,3103.039909,2697.635293,3043.165323,3663.266294,3624.984174,3536.901175,3556.378789,3384.382534,3836.073071,4181.437569,4419.256323,4940.050682,4674.909088,5372.756766,5334.988605
GDP per capita (current US$),NY.GDP.PCAP.CD,Uganda,UGA,152.6828244,183.6560042,201.139187,203.1759136,237.4008025,190.5417304,164.3948193,93.69222855,98.59507365,156.8798157,157.4491559,247.3430926,234.0391719,253.3281502,392.4776119,394.7361363,309.8609664,244.7540725,182.7944662,151.9765412,165.4650359,198.2820513,278.3166133,284.4568035,286.5727449,292.1694813,257.6785777,257.8296057,235.8529749,241.8689302,250.6905884,292.4726656,330.6028543,346.7684624,401.7091877,473.3028336,799.9296321,824.7376712,837.0958843,796.7111393,819.7578674,897.5097285,864.1800594,753.6844055,766.177604,793.1280823,823.0247328,846.8811992,883.4657281,964.2243852
GDP per capita (current US$),NY.GDP.PCAP.CD,Ukraine,UKR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1249.443237,1449.962524,1597.534668,1568.536621,1487.499756,1417.935547,1258.136597,1012.098145,935.9589844,872.7136841,991.2426147,835.2367554,635.7579956,658.3446045,807.8019409,911.9068604,1087.787964,1416.60376,1894.460083,2391.323975,3197.934326,4066.53125,2639.37793,3078.414795,3704.842285,4004.789795,4187.739746,3104.653809,2124.662598,2187.727539,2638.325439,3096.5625,3661.457764,3751.737305,4827.845703,4533.975586
GDP per capita (current US$),NY.GDP.PCAP.CD,United Arab Emirates,ARE,..,..,27090.34007,31282.7676,35186.23204,29526.63926,34372.384,42995.164,44841.22975,39921.63299,34586.53182,31955.18125,29432.83121,23111.37838,23088.20417,21545.45558,23141.01477,26682.84981,25668.49332,25630.08097,25019.37236,25463.49629,27010.67819,28596.50683,28709.24692,25905.84338,27261.90657,31855.5006,29909.00943,30221.967,32607.37293,37017.73637,42190.55438,45339.58512,43918.38017,45140.76908,31722.58876,34165.91331,40893.02336,44386.78608,45729.60768,46865.9646,41525.1389,41054.53957,43063.96748,46722.26872,45376.17084,37629.17417,44315.55418,53757.86325
GDP per capita (current US$),NY.GDP.PCAP.CD,United Kingdom,GBR,3426.520112,3666.236108,4299.354057,4138.094675,4681.668593,5976.885651,7805.073396,10032.17868,9598.508938,9145.329109,8691.194954,8179.121916,8651.705793,10611.15369,13118.01842,15988.01649,16240.00625,19096.2412,19900.18849,20488.09967,18390.21782,19708.43564,23203.6289,24441.91991,26779.77879,28296.76027,28788.96929,28289.65269,27888.60511,30078.60813,34480.94106,40392.26486,42131.82707,44537.71234,50438.2296,47432.8791,38820.01459,39693.19387,42150.69814,42485.58607,43449.09172,47447.58893,45071.07432,41146.07736,40622.68939,43306.3083,42747.08046,40318.41692,46585.89756,45850.42612
GDP per capita (current US$),NY.GDP.PCAP.CD,United States,USA,6726.358956,7225.69136,7801.456664,8592.253537,9452.576519,10564.94822,11674.18187,12574.79151,13976.10539,14433.78773,15543.89372,17121.22548,18236.82773,19071.22719,20038.9411,21417.01193,22857.15443,23888.60001,24342.2589,25418.99078,26387.29373,27694.85342,28690.8757,29967.71272,31459.13898,32853.67695,34515.39023,36329.95607,37133.62311,37997.75966,39490.27496,41724.63163,44123.40707,46302.00088,48050.22378,48570.04598,47194.94335,48650.64313,50065.9665,51784.41857,53291.12769,55123.84979,56762.72945,57866.74493,59907.75426,62823.30944,65120.39466,63528.6343,70219.47245,76398.59174
GDP per capita (current US$),NY.GDP.PCAP.CD,Uruguay,URY,1397.44131,1433.356771,1232.013699,1268.433763,1414.303038,1678.237554,2441.973478,3440.717771,3724.888176,3080.973259,1704.574175,1612.309645,1564.710504,1933.479103,2408.636159,2668.670369,2724.095972,2983.243736,3574.111031,4083.463722,4729.929039,5478.022364,6014.918523,6358.162597,7386.511161,7780.678597,7314.490951,6932.478325,6331.15676,4115.154614,3638.943548,4130.100115,5233.457171,5942.126667,7149.374634,9328.065857,9780.739473,12512.59413,14975.56256,16087.25208,18140.89192,18131.57885,16950.75338,16837.94038,18995.39702,19026.04961,18098.36155,15650.49943,17923.99533,20795.04235
GDP per capita (current US$),NY.GDP.PCAP.CD,Uzbekistan,UZB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,651.4192097,652.8074753,603.3520153,596.9835856,576.4471105,585.9323642,600.5981578,623.0026524,623.2161328,702.4807441,558.2268024,456.7062895,383.343068,396.377979,465.1198869,546.7768502,654.2838373,830.4076942,1082.286025,1213.265328,1742.349256,2051.129515,2267.623275,2419.718744,2628.460054,2753.971058,2704.677189,1916.764625,1604.258642,1795.201768,1759.307471,1993.424478,2255.151155
GDP per capita (current US$),NY.GDP.PCAP.CD,Vanuatu,VUT,..,..,..,..,..,..,1033.94052,1025.639812,941.2244147,925.2829341,926.2014801,1112.490782,990.5154088,926.8136051,996.4858495,1103.278583,1046.420408,1119.280015,1301.634163,1318.531846,1233.431683,1403.105797,1461.405119,1495.987983,1524.960497,1432.608422,1429.889094,1416.197024,1309.047584,1299.178899,1517.294454,1718.263029,1814.81782,1970.898405,2261.459294,2525.083912,2472.463556,2732.551557,3064.751212,2906.342461,2877.444528,2861.203164,2643.886894,2757.203306,3032.19702,3076.835315,3076.589886,2917.756849,3044.57364,3010.292173
GDP per capita (current US$),NY.GDP.PCAP.CD,"Venezuela, RB",VEN,1371.094578,2039.737534,2084.38407,2316.030922,2592.914389,2735.433885,3266.785346,3886.573956,4241.311872,4214.671632,4091.94017,3531.346495,3560.762222,3388.195364,2620.434204,3203.401445,2258.679615,2461.039355,2642.780541,2918.607446,2835.687569,2699.464788,3500.632677,3125.237788,3725.988118,3886.039254,4087.829348,4795.634748,4940.113903,3667.200194,3243.368805,4287.631579,5456.322425,6769.868414,8369.235268,11310.77817,11641.79915,13692.91497,10877.11236,12937.9276,12433.98079,15975.72938,..,..,..,..,..,..,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Viet Nam,VNM,..,..,..,..,..,..,..,..,..,..,..,..,235.6525399,430.188501,585.3049372,397.0143602,96.13036189,96.71929574,140.6310045,141.3836852,185.187122,224.6370945,281.1336045,329.00119,352.9344398,352.783068,367.1568837,394.5831366,409.4977339,434.8102921,485.4509081,551.9035051,693.1898425,790.5925164,913.3123316,1158.101627,1225.845009,1684.011667,1953.556979,2190.232284,2367.499542,2558.778924,2595.234979,2760.717101,2992.071746,3267.225009,3491.091279,3586.347297,3756.489122,4163.5143
GDP per capita (current US$),NY.GDP.PCAP.CD,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,30062.02251,31731.25662,35006.36144,40828.74609,41377.1466,44158.5054,39152.37507,38753.18254,39905.12842,38997.13732,37795.31926,34597.97669,33045.36438,34007.35294,35324.97489,35365.0693,36653.86305,38596.03071,39552.1686,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,West Bank and Gaza,PSE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1201.581542,1326.562857,1317.466751,1389.164971,1465.046057,1499.492177,1476.17185,1335.553195,1156.217473,1257.69857,1422.190886,1543.701414,1570.1044,1664.245717,2035.202341,2191.781787,2557.075624,2880.798437,3067.438727,3315.297539,3352.112595,3272.154324,3527.613824,3620.360487,3562.330943,3656.858271,3233.568638,3678.635657,3789.327966
GDP per capita (current US$),NY.GDP.PCAP.CD,"Yemen, Rep.",YEM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,422.2107022,426.7727374,447.8143643,358.1701215,267.9425332,264.4661909,348.2347289,399.712718,359.2170547,421.8212255,518.1486727,515.139982,543.9609809,583.3911504,669.1033619,785.4512497,867.7829367,956.2306352,1153.536424,1045.80558,1249.063085,1284.617635,1349.990295,1497.747941,1557.601406,1488.416267,1069.816997,893.7165729,701.7148778,693.8164835,583.8756629,603.7079594,676.928385
GDP per capita (current US$),NY.GDP.PCAP.CD,Zambia,ZMB,523.1257369,607.8425901,495.3455283,539.9677898,480.6337845,521.3962859,603.847722,679.0617875,679.6336431,635.5660427,527.8988234,419.156713,336.8685681,241.5355505,319.265949,511.2026334,533.243428,427.4064535,428.5034282,394.0783977,395.7853469,431.5217163,438.3836362,404.0904611,471.1722998,377.4625818,353.8302091,364.0261259,401.7323159,399.0990779,452.2865776,556.0500066,720.4465047,1065.596417,1133.436158,1393.519491,1150.941746,1469.36145,1644.456831,1729.647471,1840.320553,1724.57622,1307.909649,1249.923143,1495.752138,1475.199836,1268.120941,956.8317475,1137.344395,1487.907764
GDP per capita (current US$),NY.GDP.PCAP.CD,Zimbabwe,ZWE,579.2964182,674.53903,716.949515,686.7217301,676.3292022,664.432526,777.8830088,947.3671355,1067.25452,1094.29259,957.7752322,756.3344913,648.6680364,692.1399583,726.6207297,816.6994731,841.5632256,868.4901749,832.6879695,634.4473585,608.0466105,634.5826172,646.8295598,765.1651241,750.6839091,554.3614836,585.3317992,565.2843897,569.0032086,529.1868828,474.3022011,477.399491,470.7837614,441.4987969,425.0368417,351.8391005,762.2979603,937.84034,1082.615773,1290.193957,1408.36781,1407.034291,1410.329173,1421.787791,1192.107012,2269.177012,1421.868596,1372.696674,1773.920411,1266.996031
"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,Afghanistan,AFG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.49,..,..,..,1.69,..,7.91,..,..,11.18,..,..,11.71,5.58,..
"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,Albania,ALB,..,..,..,..,..,..,..,5.6,5.1,3.6,4.4,5.7,6.7,6.4,6.1,7,7.3,9.5,9.1,26.5,22.3,18.4,12.9,12.3,14.9,17.7,18.4,16.8,16.4,4.61,15,14.4,6.57,13.8,15.97,13.06,13.67,14.09,13.48,13.38,15.87,18.05,17.19,15.42,13.62,12.3,11.47,..,..,..
"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,Algeria,DZA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17.64,21.26,20.6,24.38,26.23,27.74,31.84,..,25.43,..,..,29.77,27.3,25.9,23.72,17.65,15.27,12.27,13.79,11.33,10.16,9.96,9.96,10.97,9.82,10.21,11.21,10.2,12,..,..,..,..,..
"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,American Samoa,ASM,..,12.99,17.24,19.08,14.87,13.79,14.35,12.41,12.61,12.78,12.96,13.11,13.29,13.38,..,..,..,5.11,..,..,..,..,..,..,..,..,..,5.05,..,..,..,..,9.98,..,..,..,..,9.2,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,Andorra,AND,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,Angola,AGO,..,..,..,..,..,..,..,..,..,..,..,14.2,14.9,18.9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,23.64,..,..,..,..,3.78,9.43,16.77,..,..,9.58,..,..,..,..,16.5,..,15.8,..
"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,Antigua and Barbuda,ATG,20.46,19.46,19.45,20.69,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6,..,..,..,..,..,..,..,..,..,8.42,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,Argentina,ARG,5.6,3.4,2.3,4.5,2.8,2.8,2,2.3,4.5,4.73,4.17,3.54,5.3,4.4,5.3,6,7.3,7.06,5.44,6.36,10.1,11.76,18.8,17.11,14.82,12.65,14.05,15,17.32,19.59,15.36,13.52,11.51,10.08,8.47,7.84,8.65,7.71,7.18,7.22,7.1,7.27,..,..,8.35,9.22,9.84,11.46,8.74,..
"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,Armenia,ARM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.8,5.3,6.6,6.7,9.3,10.8,9.4,11.2,..,..,..,..,..,..,..,9.81,22.97,18.44,19.01,18.44,17.3,16.18,17.5,18.26,17.62,17.7,13.21,12.2,12.18,10.01,..
"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,Aruba,ABW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.08,..,..,6.45,..,..,7.45,..,..,6.92,6.9,..,..,..,..,..,5.71,..,..,10.6,8.9,..,..,..,..,..,..,..,..,..,..,..
"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,Australia,AUS,..,..,..,..,..,..,6.26,6.11,5.78,7.16,9.96,8.99,8.26,8.08,8.11,7.23,6.18,6.93,9.59,10.73,10.88,9.72,8.47,8.51,8.37,7.68,6.88,6.29,6.75,6.38,5.93,5.4,5.04,4.79,4.38,4.24,5.57,5.21,5.08,5.23,5.66,6.08,6.06,5.71,5.59,5.3,5.16,6.46,5.12,3.7
